conceptType,conceptUri,preferredLabel,status,description,level,category,code
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68164025-f199-480b-a61b-ebdf6ee37008,assist missionary work,released,"Assist in the tasks fulfilled by missionaries, such as improving health care, education, spiritual guidance, literacy, social justice, and other charitable tasks, in a specific area, in order to spread spiritual messages and also to provide aid where possible.",5,S,S1.8.6
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68176c77-1336-4d8e-8c9d-df6dc3a25c61,repair wood board machinery,released,"Repair broken components or systems of machinery and equipment used to create wooden or cork boards, using hand and power tools.",5,S,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/681a1f8a-4244-4e82-af36-0148b89c2863,write dialogues,released,Write conversations between characters.,5,S,S1.13.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6823f965-fcf8-4728-a0f6-18344c5b41c1,organise facility activities,released,Design and promote activities to meet customer demand and generate revenue.,5,S,S4.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68269b0a-35c5-4867-bc17-a0b0230fe60c,ensure finished product meet requirements,released,Ensure that finished products meet or exceed company specifications.,5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6828d641-3703-4379-a43b-375fe8278757,advice food processing professionals,released,Give advice and instruct employees active in the food processing industry about the most efficient and correct methods used in the production of food and beverages.,5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6833e58b-eceb-4599-9375-1b7e6ec64087,ensure information security,released,"Ensure that the information gathered during surveillance or investigations remains in the hands of those authorised to receive and use it, and does not fall into enemy or otherwise non-authorised individuals' hands.",5,S,S3.3.6
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6836894b-dc14-4ed2-937b-4dd9dbf81e51,operate railway freight monitoring technologies,released,"Operate monitoring and inspection technologies that can be used to check crucial parameters of freight transportation conditions or vehicle-track systems. Identify and warn of the potential threats posed by the freight, the route, and the train.",5,S,S2.8.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6836eb37-218f-4bf6-83b8-9e1a4cf590d5,set commercial strategies in vehicle showroom,released,Elaborate plans to increase sales of new or used cars in a local distribution of vehicles.,5,S,S4.1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/683bc3e3-6ec1-4ad2-8d62-d0ac1fabbe76,use analytics for commercial purposes,released,"Understand, extract and make use of patterns found in data. Use analytics to describe consistent happenings in observed samples in order to apply them to commercial plans, strategies, and corporate quests.",5,S,T2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/684a597e-0d82-4f98-92f1-1e5888043764,contribute to the rehabilitation process,released,"Contribute to the rehabilitation process to enhance activity, functioning and participation using a person-centered and evidence-based approach.",5,S,S3.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6852293b-4388-4538-9f37-328de93ff3d1,prevent theft,released,"Anticipate on theft and robbery. Prevent goods, cash or individuals from being stolen or damaged.",5,S,S3.3.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,identify customer's needs,released,"Use appropriate questions and active listening in order to identify customer expectations, desires and requirements according to product and services.",5,S,T2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/687010cd-3f09-45c1-b6f8-0b860c129699,oversee promotional sales prices,released,Ensure that sale prices and promotions are passed through the register as they should.,5,S,S4.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/688e1fc3-cb58-4d56-85a0-97b84f37fb4a,operate automated stage movement control system,released,Operate an automated controlling system for stage movement and flying systems. Prepare and program the system including multiple synchronised movements.,5,S,S5.7.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68949f17-32a2-469e-b874-2fe7ac1cef34,write technical reports related to trees,released,"Compose written adequate reports about tree-realted issues for parties such as engineers, solicitors, or mortgage and insurance companies, for example if tree roots are causing problems to the integrity of buildings and infrastructure.",5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/689ab3c4-aa1d-4fc6-9725-499326c9780d,moderate a debate,released,Moderate a staged or unstaged discussion between two or more of people. Make sure everyone gets to voice their opinion and that they stay on topic. Ensure that the debate doesn't run out of hand and that participants are civil and polite to each other.,5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68a596a2-6255-42bd-b3b1-e33a2214bef6,facilitate the bidding process,released,"Set the starting bid for items to be auctioned, and continue to ask for more bids; stimulate buying desire of bidders.",5,S,S1.6.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68ad2716-36f4-4445-a437-ebfce0e23430,draw up marketing and sales plan,released,"Write a a viable plan where the position of a business is described within a specific market and the marketing strategy for the following years is layed down. It should include knowledge of local, national and international markets, trade regulations and export requirements and sale or export duties and taxes.",5,S,S4.1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68aefa78-9a8c-4d5f-879a-abcfe1cd464f,adhere to health well-being and safety,released,"Comply with and apply the main points of health well-being and safety policy and procedures, in accordance with employer's policies. Report health and safety risks that have been identified and follow the appropriate procedures if an accident or injury should occur.",5,S,S5.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68b51538-b056-4cb3-bb15-ab8c3e576cc9,follow up accounts receivables,released,Revise the accounts receivables section in the financial statements in order to breakdown the financial rights that the company has over other entities. Take actions in order to close the accounts and collect the money.,5,S,S2.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68b6ef08-d823-489d-a95c-752ae6f6e6a7,read standard blueprints,released,"Read and comprehend standard blueprints, machine, and process drawings.",5,S,S2.1.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68babd52-64d1-4904-a476-173828217fd2,examine credit ratings,released,"Investigate and look for information on the creditworthiness of companies and corporations, provided by credit rating agencies in order to determine the likelihood of default by the debtor.",5,S,S2.1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68c27e3e-a3f7-4f76-856a-761d65364199,self-promote,released,"Promote yourself by joining networks and circulating promotional material such as demos, media reviews, website, or a biography. Form a promotion and management team. Propose your services to future employers or producers.",5,S,S1.6.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68d5d7e2-1e9e-4b2b-bce9-ff6c687e4f45,develop sewerage networks,released,"Develop systems and methods of construction and installation of waste water transportation and treatment equipment, which is used to transport waste water from residences and facilities through water treatment facilities, or through other sewerage systems, to ensure proper disposal or reuse. Develop such systems with environmental and sustainability concerns in mind.",5,S,S1.11.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68defa68-cb54-4d99-89ac-af6bfd71946b,examine crime scenes,released,"Examine crime scenes upon arrival to ensure they are not tampered and perform the initial assessments and analyses of what may have occurred, as well as examining the nature of the evidence present.",5,S,S2.1.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68e58c57-7a58-483f-a80c-fad4bace2b04,compute results of games,released,Compute amounts of players' money wins or losses; scan winning tickets to calculate the amount of money won.,5,S,S1.14.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68e73bf6-2838-4705-86f4-e4bda4ac8a6f,forecast products' demand,released,"Collect, analyse and calculate the demand of products and services based on reports and purchasing activity of customers.",5,S,S4.2.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68e8e227-b843-4f2b-8572-9cbe63aada3a,specify landscape design components,released,"Create design components and materials which are appropriate to site, purpose and expected usage. Recommend plants and materials suitable to the scheme and within budget.",5,S,S1.12.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68f6ecc0-51c8-4b08-ad90-a312c0cb07f8,promote cultural venue events,released,Work together with museum or any art facility staff to develop and promote its events and programme.,5,S,S1.6.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/68f909bf-1b0f-45f4-bbea-b5edb6747740,provide information on the effects of childbirth on sexuality,released,Provide information to the mother or her family on the effects of childbirth on sexual behaviour.,5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/690c2c8a-0d51-454d-92cd-50acdf61639b,determine authorship of documents,released,Determine the author of a document by comparing signatures and handwriting through handwriting analysis.,5,S,S3.3.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/691f970b-db3d-4658-aa07-5fc94baecd5d,negotiate publishing rights,released,Negotiate the sale of the publishing rights of books to translate them and adapt them into movies or other genres.,5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6926e3fc-67ac-47ac-938e-4af566866ebd,liaise with film exhibitors,released,Liaise with film exhibitors to persuade them to show the film or series.,5,S,S1.2.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69305232-384d-4003-8539-6ae8eb59daa1,order inventories of car care supplies,released,"Order and store car maintenance supplies such as lubricants, filters and gases.",5,S,S4.3.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/693695f4-5ee1-4d35-8ea7-f18ba6a44d84,engage passers-by in conversation,released,"Engage people in places with heavy foot traffic in conversations to get them interested in a cause or campaign, to gather funds, or to obtain support for a cause in general.",5,S,S1.6.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/694e1e70-3e22-4d72-a3ac-b5f92951423d,ensure compliance with electricity distribution schedule,released,"Monitor the operations of an electrical energy distribution facility and electricity distribution systems in order to ensure that the distribution goals are met, and the electricity supply demands are met.",5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/694f1a0a-b6bd-453f-af6d-a833503da307,manage meteorological database,released,Develop and maintain meteorological databases. Add information after each new observation.,5,S,S5.5.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/695b888d-cdcf-4ba8-8425-53da04ebf063,monitor pulp quality,released,"Ensure quality of recycled papers and pulp, reviewing stickies, plastics, colour, unbleached fibres, brightness, and dirt.",5,S,S2.8.10
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/695c3249-18e7-4435-bdb8-54a16011159d,develop documentation in accordance with legal requirements,released,"Create professionally written content describing products, applications, components, functions or services in compliance with legal requirements and internal or external standards.",5,S,S1.13.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6962058d-9808-4820-a6bc-d7cabce60cde,implement sustainable procurement,released,"Incorporate strategic public policy goals into procurement procedures, such as green public procurement (GPP) and socially responsible public procurement (SRPP). Contribute to reducing the environmental impact of procurement, to achieving social goals and to improving value for money for the organisation and for society at large.",5,S,S1.6.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6969bcc6-93f1-4afd-bad8-64ed72c9b041,check passenger tickets,released,Check passenger tickets and boarding passes upon entrance. Greet passengers and direct them to their seats or cabins.,5,S,S3.3.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/696e604d-53d2-4243-a6cb-a99663caa119,monitor social impact,released,Monitor the practices of organisations and companies with regard to ethics and impact on the larger community.,5,S,T6.6
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/697dcc9f-ae92-4506-b5f2-e770d7589f74,utilise regular expressions,released,Combine characters from a specific alphabet using well defined rules to generate character strings that can be used to describe a language or a pattern.,5,S,S5.1.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/698d7dd3-1192-4f8c-9d1b-478b573b4994,provide feedback to teachers,released,"Communicate with the teacher in order to provide them with detailed feedback on their teaching performance, class management and curriculum adherence.",5,S,T3.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/698dabf4-ee23-4398-a4a8-9dff73830eca,design campaign actions,released,Create oral or written operations to achieve a certain goal .,5,S,S4.1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/698dccfd-c6e9-4a39-b3bf-0715d6246e44,animate in the outdoors,released,"Independently animate groups in the outdoors, adapting your practice to keep the group animated and motivated.",5,S,T4.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b,instruct others,released,Guide or teach others by providing relevant knowledge and support.,5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69a6df31-677e-4c84-aee9-24252bdd5df0,prescribe treatments related to surgical procedures,released,"Prescribe treatment before and after the surgery, such as sedatives, diets, antibiotics, and preparation and treatment of the patient`s operative area.",5,S,S3.2.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69a8d03b-d132-4e45-a59f-d84e4ad362a1,oversee yarn characterisation,released,Monitor and assure the quality of the provided yarns by overseeing their characterisation and testing.,5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69b393eb-0695-4e49-956a-b8b953338674,perform small vessel safety procedures,released,"Implement emergency measures of health care to sick and injured on board, according to established procedures to minimise potential injuries or illnesses.",5,S,T6.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69bbd200-b404-402d-9d1d-69bc066e22cb,prepare rehearsals,released,Decide on the content of a rehearsal. Immerse yourself in the choreographic material and other components of the work. Assemble the necessary technical and material resources and help to set up the rehearsal space.,5,S,S4.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69cfc5ed-6569-4aca-a4cc-fd782ba51d9c,implement ICT risk management,released,"Develop and implement procedures for identifying, assessing, treating and mitigating ICT risks, such as hacks or data leaks, according to the company's risk strategy, procedures and policies. Analyse and manage security risks and incidents. Recommend measures to improve digital security strategy.",5,S,S2.7.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69eb9999-814b-4293-8d6c-633e49f64de4,write Swedish,released,Compose written texts in Swedish.,5,S,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69f23426-9279-4fe6-a283-24c2aa4c855d,ensure equipment availability,released,"Ensure that the necessary equipment is provided, ready and available for use before start of procedures.",5,S,S4.3.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69f36674-440a-4fa0-89f9-1b70172ebb9d,advise on communication strategies,released,"Provide companies and organisations with consulting services concerning their internal and external communication plans and their representation, including their presence online. Recommend improvements in communication and make sure that important information reaches all employees and that their questions are answered.",5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a018f47-e8eb-484c-9750-9ee304329876,"undertake procedures to meet requirements for flying aircraft heavier than 5,700 kg",released,"Ensure that operation certificates are valid, validate that take-off mass is a minimum of 5,700 kg, verify that the minimum crew is adequate according to flight needs and regulations, ensure that the configuration settings are correct, and check if the engines are suitable for the flight.",5,S,S3.3.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a025696-1aae-4904-9bf3-342dadb634a9,monitor art scene developments,released,"Monitor artistic events, trends, and other developments. Read recent art publications in order to develop ideas and to keep in touch with relevant art world activities.",5,S,T3.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a0aab53-6246-41e8-a910-e7a13f314860,test pipeline infrastructure operations,released,"Perform tests on pipelines, such checking whether there is continuous flow of materials through them, examining for leakages, and assessing the suitability of the location of the pipeline is.",5,S,S4.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a2c391b-1fcd-4f10-8827-5d1cb4a4d9ad,set brand positioning,released,Develop a clear identity and unique position in the market; communicate with stakeholders and distinguish from competitors.,5,S,S1.6.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a322874-e32f-4cd8-9683-badce67a7f73,develop automated software tests,released,"Create software test sets in an automated manner, ​using specialised languages or tools, that can be performed by testing tools in order to save resources, gain efficiency and effectiveness in test execution.",5,S,S4.2.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a429716-fa3d-453f-9b0c-658d25ed0085,assess museum object condition,released,"Work together with the collection manager or restorer, to evaluate and document the condition of a museum object for a loan or an exhibition.",5,S,S2.7.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a50499d-70cc-4fa7-9895-682302d08f16,operate cockpit control panels,released,Operates control panels in the cockpit or flight deck according to the needs of the flight. Manage on-board electronic systems to ensure a smooth flight.,5,S,S5.7.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a526bbc-4b59-4662-8226-addc32e4be77,perform electromagnetic geophysical measurements,released,Measure the structure and composition of the ground using electromagnetic devices which are either on the ground or airborne.,5,S,T6.6
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a583f89-12f3-4a6e-91c6-4ff61142cce1,study community as a target community,released,"Employ appropriate research activities to find out about this specific community as potential/target market. Identify their specific needs, the dance style, roles and relationships and communication systems employed previously to cover these needs. Research the importance of values, policies or language that are relevant to communicating with them.",5,S,S2.1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a59e69f-4f2c-4277-bbb3-c7bb792569d5,manage company transport strategy,released,Manage the transport strategies of a company; communicate with members of management team; ensure strategies accord with company goals.,5,S,S4.1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a627ab6-3b8f-4366-9559-cea882fe4cee,comply with farm regulations,released,Ensure that farm activities comply with regulations.,5,S,S3.3.7
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a66039e-0580-473b-a605-eedfdab85a2d,educate on emergency management,released,"Educate communities, organisations, or individuals on risk management and emergency response, such as how to develop and implement prevention and reaction strategies, and educate on emergency policies specific to the risks applicable to that area or organisation.",5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a72c057-499f-4fe4-b425-0fbe2a50ce07,calibrate mechatronic instruments,released,Correct and adjust the reliability of an mechatronic instrument by measuring output and comparing results with the data of a reference device or a set of standardised results. This is done in regular intervals which are set by the manufacturer.,5,S,T2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6,create business process models,released,"Develop formal and informal descriptions of the business processes and the organisational structure by using business process models, notations and tools.",5,S,S4.1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a84bb32-b025-4abb-b88b-f1b882a9f022,organise entry to attractions,released,Arrange the enrolment in activities and attractions. Arrange payments and pre-bookings and distribute information leaflets.,5,S,S1.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a899482-8bcf-40ca-ae67-579a1cc467ab,manage engineering project,released,"Manage engineering project resources, budget, deadlines, and human resources, and plan schedules as well as any technical activities pertinent to the project.",5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6a8e9cfe-b337-406b-8549-7db7cdc93c96,develop tourism products,released,"Develop and promote tourism products, activities, services and package deals.",5,S,S1.6.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6aa0f78f-2d68-432b-ab08-e3f504571076,monitor pregnancy,released,Carry out the examinations necessary for the monitoring of normal pregnancy.,5,S,S2.8.6
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ab316ef-985c-45d8-85a5-79c774d2728d,plan pilotage,released,Plans the navigation itinerary for a vessel taking into account tidal changes and weather conditions.,5,S,S4.2.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ab43249-d856-453b-9f45-37c3f8dae339,advise on loans of art work for exhibitions,released,Evaluate the condition of art objects for exhibition or loan purposes and decide whether an artwork is able to withstand the stresses of travel or exposition.,5,S,T1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ab7c99f-a430-419c-a881-8ef945230e4d,verify product specifications,released,"Check heights, colour and other attributes of finished product against specifications.",5,S,S2.8.10
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6abb92c9-0553-4d3d-add8-8240494e182d,implement operational business plans,released,"Implement the strategic business and operational plan for an organisation by engaging and delegating to others, monitoring progress and making adjustments along the way. Evaluate the extent to which strategic objectives have been achieved, learn lessons, celebrate success and recognise people’s contributions.",5,S,S1.9.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ac933ae-90d4-4ff8-a972-603577c43ada,maintain blocking notes,released,"Create and update blocking notes recording the position of actors and props in every scene. These notes are shared with the director, technical director and cast.",5,S,S1.12.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6acf652c-33b2-4e28-8f79-1e553f255229,plan nursing care,released,"Plan care, defining nursing objectives, deciding on nursing measures to be taken, paying attention to health education and preventative measures and ensuring continuity and fullness of care with the aim of improving the quality of nursing care.",5,S,S4.2.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ad40ca3-dc34-4442-b23f-0b1b28936f56,maintain responsive design,released,Ensure that the website runs on the latest technology and is multi-platform compatible and mobile-friendly.,5,S,S1.11.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ae27517-4d1c-452a-bcfa-e7ffa2a6cb0c,manage vessel deck operations,released,Know general activities carried out on a ship's deck. Understand the hierarchy of a ship's crew and the tasks performed by different roles on the deck. Plan and coordinate vessel operation and communication between vessels.,5,S,S4.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ae3851a-b6e0-4b7c-8b86-17ae71d6f910,hire post-production team,released,Hire personnel for the post-production team.,5,S,S4.7.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ae8306a-4f9d-4410-ac82-6406f3cbd16a,manage office facility systems,released,"Keep management and service ability of the various office systems needed for the smooth and daily operation of the office facilities such as internal communication systems, softwares of common use inside the company, and office networks.",5,S,S5.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6aef2baa-5fa7-4c16-bd28-3e070ec4e4df,educate on data confidentiality,released,"Share information with and instruct users in the risks involved with data, especially risks to the confidentiality, integrity, or availability of data. Educate them on how to ensure data protection.",5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6af000e5-a451-4f78-9feb-723971f2ad05,develop water purification methods,released,"Develop strategies for the development and use of water purification equipment and plans, by aiding in the design of equipment, planning purification procedures, and identifying the necessary actions and potential risks.",5,S,T2.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6af2d621-650e-4954-863f-cb87ee071016,test physical properties of textiles,released,"Evaluate the physical properties of textiles by using testing methods, normally in accordance with a standard. It includes fibre identification and trouble shooting.",5,S,S2.8.10
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6af2f535-433b-4c38-b31b-ab14a8bac266,conduct preoperative investigations,released,"Conduct tests before a planned surgical operation, taking into consideration possible risk factors apparent from the clinical assessment, the likelihood of asymptomatic abnormalities and the severity of the planned surgery.",5,S,S2.8.6
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b1d825a-7759-4787-a2d8-c9fd2d6a52ac,perform HACCP inspections for aquatic organisms,released,"Oversee and inspect slaughtered aquatic organisms to determine whether they are in unadulterated condition and therefore eligible to bear the mark of inspection. Verify that the establishment follows the HIMP process control plan, under which establishment employees sort acceptable products and parts from unacceptable.",5,S,T2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b21150f-e704-4758-b102-63fd3412543c,create 3D characters,released,Develop 3D models by transforming and digitising previously designed characters using specialised 3D tools.,5,S,S1.12.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b222aac-688c-4c9d-acbc-7fe25d37565e,maintain system logs,released,Maintain system logs or manuals to document equipment testing and operation.,5,S,S2.2.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b29b77f-7265-4dae-8309-78077f99ab60,assist in the production of laboratory documentation,released,"Assist in documenting laboratory work, especially paying attention to policies and standard operating procedures.",5,S,S4.4.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b2bc23e-67e1-4587-9dfb-a09af24aeafa,defend human rights,released,Protect human rights towards and between colleagues and also towards the civil populations one is in contact with.,5,S,S1.2.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b2f8802-0cbf-436e-a37f-ca55ede41bbc,operate digital hardware,released,"Use equipment such as monitor, mouse, keyboard, storage devices, printers and scanners to perform operations such as plugging in, starting up, shutting down, rebooting, saving files and other operations.",5,S,T1.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b305973-8993-475f-bd8a-daf037c61401,"organise information, objects and resources",released,"Understand your tasks and the processes that go with them. Organize information, objects and resources using systematic methods and according to given standards and ensure that the task is mastered.",5,S,T2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b30644d-bdc5-4bca-b1af-edbf5c6b15ee,process collected survey data,released,"Analyse and interpret survey data acquired from a wide variety of sources e.g. satellite surveys, aerial photography and laser measurement systems.",5,S,S2.4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b41fcd8-85eb-4b27-b409-05ffcc663a3d,prevent sea pollution,released,Organize and monitor environment protection applying the regulations for pollution prevention at sea.,5,S,S3.3.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b4bff9e-11e7-45b9-9b21-2d205c2fe771,develop an artistic approach to your interpretation,released,Contribute as a performer to the development of an artistic approach or creative project. Analyse and evaluate your own practice and expertise in general and in relation with the artistic proposal. Analyse the artistic approach proposed and describe your artistic vision for the creation of your role. Identify the components of the show developing the choreographer's or director's artistic intent and comprehending the character of the work. Participate in the creative process helping to prepare a production of the work.,5,S,T6.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b5d032a-b85a-44ea-9dad-5201048d2dd2,develop flood remediation strategies,released,"Develop plans and design equipment for the prevention of floods and efficient aid in the event of a flood, by assessing the risks, identifying improvements in existing strategies, and designing new strategies in flood remediation.",5,S,T2.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b643893-0a1f-4f6c-83a1-e7eef75849b9,develop with cloud services,released,"Write code that interacts with cloud services by using APIs, SDKs, and cloud CLI. Write code for serverless applications, translate functional requirements into application design, implement application design into application code.",5,S,S5.1.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b6c1537-58c1-45e1-b4e4-f5193fb0a6dc,test medicinal products,released,Test medicinal products and their effects and interactions in a laboratory.,5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b7968ae-34fc-44cf-bbe4-28bded032004,understand spoken Portuguese,released,Comprehend orally expressed Portuguese.,5,S,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b85a3ef-4518-42e1-84ff-55ff13c2641f,advocate for social service users,released,"Speak for and on behalf of service users, using communicative skills and knowledge of relevant fields to assist those less advantaged.",5,S,S1.2.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b9194f0-f8bb-4b9a-96a5-2203c9c2671b,oversee assembly operations,released,Give technical instructions to assembly workers and control their progress to ensure compliance with quality standards and to check that the goals set in the production plan are met.,5,S,T4.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b99d4ad-f0aa-44bb-a75e-a65c32fc5d2f,understand written Romani,released,Read and comprehend written texts in Romani.,5,S,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b9c6280-cd0b-4462-885e-da63fe5918ea,draw up stage layouts digitally,released,Draw and design stage settings and layouts using software like CAD.,5,S,S1.11.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ba52a7d-4581-4948-a498-fb78629f4afa,use paint safety equipment,released,"Wear safety equipment appropriately such as face masks, gloves and overalls, in order to stay protected from toxic chemicals emitted during paint spraying.",5,S,T6.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6badc79b-4353-4f95-b248-57a9ed07c7ac,supervise worker safety,released,Ensure safety of site personnel; supervise correct use of protective equipment and clothing; understand and implement safety procedures.,5,S,S3.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bae0078-d7e1-46c5-b4ce-0d70cbf9016b,handle humanitarian response programs,released,"Facilitate the distribution of humanitarian aid within geographical areas affected by war, natural disasters or other environmental problems and hazards.",5,S,S4.2.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bb0026e-3c7f-4b97-88bc-4da7d956b090,teach linguistics,released,"Instruct students in the theory and practice of linguistics, more specifically in linguistic typology, language engineering, cryptanalysis, semiotics, syntax, pragmatics, phonetics, and morphology.",5,S,S1.3.1
